source,target
16076032,1.63951E+18
16076032,1.5944E+18
16076032,1.63952E+18
16076032,7.05392E+17
16076032,1.34141E+18
16076032,1.63947E+18
16076032,315140820
16076032,1.6395E+18
16076032,1.6395E+18
16076032,1.52329E+18
16076032,9.52078E+17
16076032,1.21752E+18
16076032,1.42269E+18
16076032,1.61522E+18
16076032,1.461E+18
16076032,1.6395E+18
16076032,7.99535E+17
16076032,1.54137E+18
16076032,1.18502E+18
16076032,1.63937E+18
16076032,8.16319E+17
16076032,249146048
16076032,2602036525
16076032,1.63949E+18
16076032,1.39055E+18
16076032,2390468232
16076032,617698837
16076032,7.92473E+17
16076032,1.63947E+18
16076032,1.63949E+18
16076032,225178023
16076032,1.63886E+18
16076032,1.59706E+18
16076032,19302061
16076032,1.02409E+18
16076032,1.52772E+18
16076032,28470690
16076032,1.63948E+18
16076032,1.63948E+18
16076032,1.59683E+18
16076032,3903114792
16076032,1.19648E+18
16076032,1.63948E+18
16076032,7183132
16076032,1.57674E+18
16076032,1.63947E+18
16076032,3020334191
16076032,1.60212E+18
16076032,19744802
16076032,168045529
16076032,1.6383E+18
16076032,1.50408E+18
16076032,1.6298E+18
16076032,1.63946E+18
16076032,1.63946E+18
16076032,1.63946E+18
16076032,1.63946E+18
16076032,1.48542E+18
16076032,1.55672E+18
16076032,1.63946E+18
16076032,1.50266E+18
16076032,14465668
16076032,1.60472E+18
16076032,1.59907E+18
16076032,137109021
16076032,1.1329E+18
16076032,1.63937E+18
16076032,626351570
16076032,45804076
16076032,1.39485E+18
16076032,1.63839E+18
16076032,1.40706E+18
16076032,1.58599E+18
16076032,1.59768E+18
16076032,1.63944E+18
16076032,1.62968E+18
16076032,458109786
16076032,1858922646
16076032,248083334
16076032,1.63944E+18
16076032,1.55741E+18
16076032,1.60361E+18
16076032,69662724
16076032,4879344797
16076032,1.63801E+18
16076032,1.30277E+18
16076032,1.58795E+18
16076032,1.56107E+18
16076032,2161296247
16076032,1.63944E+18
16076032,1.6394E+18
16076032,1.53888E+18
16076032,9.93713E+17
16076032,2313266548
16076032,54853078
16076032,1.63901E+18
16076032,1.60476E+18
16076032,1.63943E+18
16076032,1.63886E+18
16076032,28408744
16076032,1.49402E+18
16076032,102999074
16076032,1.45123E+18
16076032,1.63474E+18
16076032,131349435
16076032,1.52011E+18
16076032,1.60775E+18
16076032,1.63942E+18
16076032,1.63942E+18
16076032,1.63942E+18
16076032,1.63942E+18
16076032,978323520
16076032,1.63927E+18
16076032,9.43198E+17
16076032,1.60132E+18
16076032,1.59915E+18
16076032,1.46285E+18
16076032,1.41178E+18
16076032,233301556
16076032,1.43203E+18
16076032,1.48307E+18
16076032,1.54325E+18
16076032,1.57327E+18
16076032,1.58571E+18
16076032,1.589E+18
16076032,1.59372E+18
16076032,1.60967E+18
16076032,1.6361E+18
16076032,1.6172E+18
16076032,1.51877E+18
16076032,1.01221E+18
16076032,1.42928E+18
16076032,1.63215E+18
16076032,1.34366E+18
16076032,1.6134E+18
16076032,1.59008E+18
16076032,1.39406E+18
16076032,133860090
16076032,111707101
16076032,9.30117E+17
16076032,1.20829E+18
16076032,1.47853E+18
16076032,2166913228
16076032,1.51872E+18
16076032,1.61002E+18
16076032,1.63283E+18
16076032,1523155039
16076032,1.4372E+18
16076032,1.54404E+18
16076032,1.42391E+18
16076032,1.63937E+18
16076032,1.63122E+18
16076032,1.58804E+18
16076032,1.63864E+18
16076032,1.63939E+18
16076032,1.62372E+18
16076032,1.62342E+18
16076032,1.60094E+18
16076032,1.59881E+18
16076032,1.59831E+18
16076032,1.63939E+18
16076032,1.50056E+18
16076032,885246883
16076032,1.49946E+18
16076032,1.49586E+18
16076032,1.51896E+18
16076032,28101457
16076032,1.49225E+18
16076032,1.62604E+18
16076032,1.63938E+18
16076032,1.24114E+18
16076032,2364040900
16076032,387440699
16076032,3993410363
16076032,1.02583E+18
16076032,188079698
16076032,8.61334E+17
16076032,1.5859E+18
16076032,1.63685E+18
16076032,237053905
16076032,1.63901E+18
16076032,1.63937E+18
16076032,91570858
16076032,1.2432E+18
16076032,265212921
16076032,2891015419
16076032,210786173
16076032,1.63461E+18
16076032,1.63607E+18
16076032,1.63936E+18
16076032,138218402
16076032,1.6111E+18
16076032,1.63927E+18
16076032,1.63748E+18
16076032,2709784064
16076032,1.63937E+18
16076032,1.44394E+18
16076032,1.58679E+18
16076032,1.59952E+18
16076032,301492316
16076032,1.63937E+18
16076032,1.47087E+18
16076032,577992116
16076032,1.51347E+18
16076032,1.63889E+18
16076032,1.63909E+18
16076032,1669014900
16076032,9.60915E+17
16076032,236302896
16076032,86721171
16076032,544046556
16076032,74453671
16076032,1.59431E+18
16076032,1.58217E+18
16076032,1.61616E+18
16076032,2389458384
16076032,1.5238E+18
16076032,1.63925E+18
16076032,1.57523E+18
16076032,1.36957E+18
16076032,2253428779
16076032,1.58653E+18
16076032,1.60426E+18
16076032,1.5976E+18
16076032,1.59553E+18
16076032,1.51318E+18
16076032,2441430673
16076032,1.63935E+18
16076032,21768135
16076032,291651735
16076032,9.01646E+17
16076032,1.48612E+18
16076032,1.63934E+18
16076032,315486076
16076032,19942016
16076032,1.58216E+18
16076032,1.52035E+18
16076032,1.63925E+18
16076032,1.63276E+18
16076032,1.52109E+18
16076032,1.63725E+18
16076032,1.63331E+18
16076032,1.63934E+18
16076032,2784318986
16076032,1.63934E+18
16076032,1.63854E+18
16076032,1.51875E+18
16076032,1.61117E+18
16076032,1.5772E+18
16076032,1.63933E+18
16076032,1.6108E+18
16076032,1.6312E+18
16076032,582099688
16076032,1.60488E+18
16076032,1.63932E+18
16076032,1.60346E+18
16076032,1.63933E+18
16076032,1.46714E+18
16076032,1.51964E+18
16076032,440436024
16076032,1031090347
16076032,1.58608E+18
16076032,1.40641E+18
16076032,1.30843E+18
16076032,109313298
16076032,44310874
16076032,1.33889E+18
16076032,1.44365E+18
16076032,1.63933E+18
16076032,1.63933E+18
16076032,1.63933E+18
16076032,9.68033E+17
16076032,80362627
16076032,1.47673E+18
16076032,1.47732E+18
16076032,1.56077E+18
16076032,1.62207E+18
16076032,1.58391E+18
16076032,1314321300
16076032,2994965855
16076032,28543275
16076032,1.44294E+18
16076032,1.26728E+18
16076032,1.51424E+18
16076032,3068842208
16076032,84047154
16076032,1.59418E+18
16076032,439135588
16076032,1.63931E+18
16076032,285699765
16076032,1.10622E+18
16076032,1.44724E+18
16076032,1.63577E+18
16076032,302050533
16076032,1.63852E+18
16076032,2836228299
16076032,1.63674E+18
16076032,1.6389E+18
16076032,1.56498E+18
16076032,1.36092E+18
16076032,1.63931E+18
16076032,1.63931E+18
16076032,1.63931E+18
16076032,1.5173E+18
16076032,2439172334
16076032,703616778
16076032,1678941618
16076032,1.57008E+18
16076032,1.15606E+18
16076032,1.5179E+18
16076032,1.58639E+18
16076032,1.63927E+18
16076032,1.42096E+18
16076032,1.58747E+18
16076032,1.32035E+18
16076032,1.46869E+18
16076032,1.63844E+18
16076032,1.63931E+18
16076032,1.58599E+18
16076032,8.02223E+17
16076032,1.6145E+18
16076032,1244137790
16076032,1.6393E+18
16076032,1.6393E+18
16076032,1.63929E+18
16076032,1.59042E+18
16076032,1.6393E+18
16076032,1.38965E+18
16076032,1.60066E+18
16076032,634099430
16076032,1.63785E+18
16076032,2214308534
16076032,1.6393E+18
16076032,816023186
16076032,1.63929E+18
16076032,1.61616E+18
16076032,1.6393E+18
16076032,1.62268E+18
16076032,2797506703
16076032,1.61512E+18
16076032,1.63929E+18
16076032,1.4867E+18
16076032,136711490
16076032,1.63929E+18
16076032,1.60253E+18
16076032,1.6028E+18
16076032,1.59112E+18
16076032,1.61502E+18
16076032,1.43814E+18
16076032,1.63927E+18
16076032,1.58944E+18
16076032,2432818147
16076032,1.58471E+18
16076032,1.62486E+18
16076032,1.63929E+18
16076032,7.43287E+17
16076032,1.63621E+18
16076032,1.60391E+18
16076032,862368396
16076032,1.63929E+18
16076032,9.69976E+17
16076032,1.51979E+18
16076032,1.63929E+18
16076032,1.61673E+18
16076032,2495634062
16076032,3778300819
16076032,1.58743E+18
16076032,1.01311E+18
16076032,1.46495E+18
16076032,1.30216E+18
16076032,1.59731E+18
16076032,1.26714E+18
16076032,27890314
16076032,1.54707E+18
16076032,1.08309E+18
16076032,1.53059E+18
16076032,7842582
16076032,9.38613E+17
16076032,1.6112E+18
16076032,2727361497
16076032,1.63905E+18
16076032,8.93565E+17
16076032,1.54909E+18
16076032,1.63604E+18
16076032,1.59408E+18
16076032,51976894
16076032,1.63926E+18
16076032,1.36354E+18
16076032,30432227
16076032,1.61899E+18
16076032,1.59484E+18
16076032,259364639
16076032,1.63898E+18
16076032,1.6364E+18
16076032,1.63926E+18
16076032,1.33256E+18
16076032,1.23469E+18
16076032,398639745
16076032,1.35932E+18
16076032,1.63926E+18
16076032,1.51461E+18
16076032,250455198
16076032,1.63677E+18
16076032,1.60239E+18
16076032,8.78961E+17
16076032,1.58074E+18
16076032,1.45564E+18
16076032,341242995
16076032,39597502
16076032,884252689
16076032,1.63924E+18
16076032,474609294
16076032,7.52237E+17
16076032,1.45952E+18
16076032,1.519E+18
16076032,539210360
16076032,1.41254E+18
16076032,1.59416E+18
16076032,1553938074
16076032,1.42741E+18
16076032,2235768193
16076032,3421129864
16076032,1.60303E+18
16076032,1.51938E+18
16076032,1.25982E+18
16076032,497929227
16076032,1.39569E+18
16076032,1.63924E+18
16076032,8.91088E+17
16076032,187676173
16076032,1.51932E+18
16076032,2972290753
16076032,1.60604E+18
16076032,1491611137
16076032,1.58682E+18
16076032,1704760632
16076032,1.20744E+18
16076032,135180483
16076032,1.63923E+18
16076032,1.63921E+18
16076032,8.23734E+17
16076032,8.1685E+17
16076032,8.25688E+17
16076032,1.63922E+18
16076032,1.60031E+18
16076032,1.59006E+18
16076032,1.63922E+18
16076032,9.36983E+17
16076032,1.15477E+18
16076032,1.63921E+18
16076032,191107086
16076032,1.61903E+18
16076032,1.63918E+18
16076032,1.53628E+18
16076032,1.63064E+18
16076032,64174206
16076032,1.55807E+18
16076032,1.63909E+18
16076032,1.58848E+18
16076032,1.43256E+18
16076032,1.48698E+18
16076032,2793756890
16076032,26208792
16076032,1.62954E+18
16076032,1.63732E+18
16076032,1.6384E+18
16076032,1.63918E+18
16076032,9.60055E+17
16076032,1.63917E+18
16076032,1.44948E+18
16076032,385216223
16076032,1.63917E+18
16076032,2866907907
16076032,1.57717E+18
16076032,1.62675E+18
16076032,1.60342E+18
16076032,519396102
16076032,1.60688E+18
16076032,1.63747E+18
16076032,1.45788E+18
16076032,1.36175E+18
16076032,9.57618E+17
16076032,1.63915E+18
16076032,1.47892E+18
16076032,1.63916E+18
16076032,1.19134E+18
16076032,1.54849E+18
16076032,1.54019E+18
16076032,1.63915E+18
16076032,7.93815E+17
16076032,1.50766E+18
16076032,9.22872E+17
16076032,114675074
16076032,1.12066E+18
16076032,8.80136E+17
16076032,1.63494E+18
16076032,1.46999E+18
16076032,2688290130
16076032,1.63911E+18
16076032,1.60143E+18
16076032,1.62529E+18
16076032,423740681
16076032,1.59541E+18
16076032,1.5895E+18
16076032,2527984039
16076032,7.27512E+17
16076032,1.08287E+18
16076032,46429875
16076032,18270592
16076032,1.63912E+18
16076032,1.32902E+18
16076032,1.63367E+18
16076032,1.63911E+18
16076032,1.62766E+18
16076032,1.57699E+18
16076032,1.63575E+18
16076032,67519483
16076032,387523040
16076032,1.53901E+18
16076032,2562936709
16076032,2565947876
16076032,1.04782E+18
16076032,1.63911E+18
16076032,1.63794E+18
16076032,1.15896E+18
16076032,1.63738E+18
16076032,267821512
16076032,190777222
16076032,2590083366
16076032,1.28274E+18
16076032,401751496
16076032,1.6369E+18
16076032,1.63528E+18
16076032,1.59894E+18
16076032,1.63905E+18
16076032,1.47815E+18
16076032,1.54591E+18
16076032,44427590
16076032,1.6391E+18
16076032,1.60135E+18
16076032,1.63909E+18
16076032,4332252195
16076032,1.63739E+18
16076032,1.59563E+18
16076032,1.59324E+18
16076032,1.63909E+18
16076032,1.63814E+18
16076032,8.09058E+17
16076032,1.62261E+18
16076032,1.44549E+18
16076032,1.63909E+18
16076032,8.07563E+17
16076032,2683861136
16076032,2177248818
16076032,1.63908E+18
16076032,1.59565E+18
16076032,1.34574E+18
16076032,1.35247E+18
16076032,1.40739E+18
16076032,1.11849E+18
16076032,1.63907E+18
16076032,1.63075E+18
16076032,1.4771E+18
16076032,1361872454
16076032,1.46222E+18
16076032,1.61179E+18
16076032,1.48135E+18
16076032,1.21782E+18
16076032,1.5621E+18
16076032,1.55574E+18
16076032,1.30854E+18
16076032,286000311
16076032,1.62091E+18
16076032,4863309108
16076032,1.6336E+18
16076032,16593974
16076032,1.63906E+18
16076032,7.31728E+17
16076032,1.63455E+18
16076032,1.61135E+18
16076032,1.63906E+18
16076032,1883210778
16076032,1.51148E+18
16076032,1.63369E+18
16076032,1.62799E+18
16076032,1.63906E+18
16076032,219147692
16076032,1.63901E+18
16076032,3304569039
16076032,1.63868E+18
16076032,2223402664
16076032,1.63906E+18
16076032,1.63214E+18
16076032,3896229318
16076032,1.63397E+18
16076032,1.63905E+18
16076032,1.36715E+18
16076032,1.15299E+18
16076032,1.63905E+18
16076032,1.6358E+18
16076032,1.63905E+18
16076032,1.10512E+18
16076032,1.63901E+18
16076032,1.63861E+18
16076032,1.63903E+18
16076032,1225428840
16076032,1.60835E+18
16076032,1.63661E+18
16076032,1.45204E+18
16076032,1.62528E+18
16076032,1.4965E+18
16076032,1.59823E+18
16076032,1.63578E+18
16076032,1.55634E+18
16076032,1.63817E+18
16076032,3060547470
16076032,1.59608E+18
16076032,1.12726E+18
16076032,1.62791E+18
16076032,1.639E+18
16076032,1.63896E+18
16076032,1.51508E+18
16076032,1.38975E+18
16076032,19040316
16076032,1.52708E+18
16076032,1.35138E+18
16076032,1.42226E+18
16076032,1.59403E+18
16076032,1.59551E+18
16076032,1.63874E+18
16076032,1.52046E+18
16076032,1.48807E+18
16076032,307924045
16076032,1.63107E+18
16076032,1.61938E+18
16076032,2239750508
16076032,1.63902E+18
16076032,1.63725E+18
16076032,1.63901E+18
16076032,1860624722
16076032,1.55056E+18
16076032,16044843
16076032,1.5188E+18
16076032,1.45023E+18
16076032,1.00413E+18
16076032,1.11872E+18
16076032,1.63784E+18
16076032,1.51881E+18
16076032,46680983
16076032,1.63896E+18
16076032,1.61264E+18
16076032,1.63902E+18
16076032,1.63902E+18
16076032,1.6367E+18
16076032,1.39247E+18
16076032,1.48429E+18
16076032,8.06546E+17
16076032,1.59903E+18
16076032,1.31109E+18
16076032,1.58539E+18
16076032,28199977
16076032,1.52081E+18
16076032,1.63901E+18
16076032,15635534
16076032,1.54794E+18
16076032,1.63901E+18
16076032,1.63901E+18
16076032,1.54666E+18
16076032,1.44211E+18
16076032,531682712
16076032,1.63799E+18
16076032,9.25505E+17
16076032,1.63901E+18
16076032,1.58644E+18
16076032,1.639E+18
16076032,1.52987E+18
16076032,1.60343E+18
16076032,1.63834E+18
16076032,1.60888E+18
16076032,9.08158E+17
16076032,2932791490
16076032,1.55753E+18
16076032,1.639E+18
16076032,1.63455E+18
16076032,1.58531E+18
16076032,1.639E+18
16076032,1.12534E+18
16076032,3145373995
16076032,2993469059
16076032,1.58754E+18
16076032,1.33397E+18
16076032,1.6202E+18
16076032,1.55448E+18
16076032,1.60746E+18
16076032,7.99892E+17
16076032,1.63895E+18
16076032,9.2868E+17
16076032,1.52767E+18
16076032,1.49544E+18
16076032,1.62496E+18
16076032,1.63899E+18
16076032,8.87628E+17
16076032,1.59126E+18
16076032,1.44436E+18
16076032,1.39221E+18
16076032,1.56385E+18
16076032,9.17479E+17
16076032,1.63897E+18
16076032,1.49539E+18
16076032,1.63898E+18
16076032,1.59372E+18
16076032,276109665
16076032,1.59444E+18
16076032,1.63898E+18
16076032,15484085
16076032,1.48702E+18
16076032,1.1021E+18
16076032,356372140
16076032,1.59834E+18
16076032,1.55709E+18
16076032,1.52062E+18
16076032,1.39808E+18
16076032,1.61878E+18
16076032,1.50009E+18
16076032,1.52084E+18
16076032,1.63897E+18
16076032,1.63897E+18
16076032,1.47378E+18
16076032,1.57035E+18
16076032,1.63897E+18
16076032,1.63895E+18
16076032,9.0179E+17
16076032,480005922
16076032,1.6137E+18
16076032,269799117
16076032,22202395
16076032,1.63324E+18
16076032,519827406
16076032,1.49144E+18
16076032,1.53696E+18
16076032,1.63896E+18
16076032,1.12865E+18
16076032,1.58717E+18
16076032,9.51381E+17
16076032,1.5769E+18
16076032,1.58583E+18
16076032,1.60041E+18
16076032,3378827231
16076032,9.16795E+17
16076032,1.63895E+18
16076032,7.21319E+17
16076032,1.10058E+18
16076032,1.58182E+18
16076032,8.31687E+17
16076032,1.63615E+18
16076032,1.39035E+18
16076032,44004035
16076032,275737759
16076032,134370340
16076032,1.63637E+18
16076032,1.16727E+18
16076032,1.63895E+18
16076032,1.39039E+18
16076032,1.61649E+18
16076032,1.63895E+18
16076032,1.63894E+18
16076032,273975382
16076032,1.58597E+18
16076032,7.04785E+17
16076032,1.5868E+18
16076032,290780095
16076032,3049054342
16076032,1.32395E+18
16076032,1.62577E+18
16076032,1.42084E+18
16076032,1.63895E+18
16076032,1.57335E+18
16076032,9.895E+17
16076032,1.24826E+18
16076032,1.63892E+18
16076032,1.486E+18
16076032,110798061
16076032,1.63708E+18
16076032,1.57451E+18
16076032,1.63894E+18
16076032,1.63894E+18
16076032,1.28791E+18
16076032,1.63894E+18
16076032,1.09349E+18
16076032,386469784
16076032,7.42116E+17
16076032,54286492
16076032,8.71808E+17
16076032,1.5976E+18
16076032,1.63889E+18
16076032,1.63642E+18
16076032,1.63891E+18
16076032,1.35781E+18
16076032,1.63892E+18
16076032,1.1218E+18
16076032,1.6012E+18
16076032,1.42949E+18
16076032,1.63203E+18
16076032,1.6289E+18
16076032,471675321
16076032,1.49688E+18
16076032,1.63893E+18
16076032,159676082
16076032,258036888
16076032,1.55644E+18
16076032,138435847
16076032,1.63893E+18
16076032,1.51475E+18
16076032,1.59364E+18
16076032,3782180659
16076032,7.43108E+17
16076032,1143426757
16076032,425260208
16076032,1.63606E+18
16076032,1.58648E+18
16076032,1.61726E+18
16076032,73552178
16076032,1.63074E+18
16076032,2416313238
16076032,1.63421E+18
16076032,1.52813E+18
16076032,1.63854E+18
16076032,1.63892E+18
16076032,1.62472E+18
16076032,1.63797E+18
16076032,1.6031E+18
16076032,1.63891E+18
16076032,310426509
16076032,7.63878E+17
16076032,1.63891E+18
16076032,1.59651E+18
16076032,1.59323E+18
16076032,1002765253
16076032,223370379
16076032,2531282089
16076032,1.63361E+18
16076032,300477066
16076032,1.51547E+18
16076032,488638015
16076032,3041757618
16076032,1.59742E+18
16076032,784698463
16076032,1.58964E+18
16076032,1.63891E+18
16076032,1.60323E+18
16076032,1.17975E+18
16076032,1.51207E+18
16076032,1.6292E+18
16076032,1.5912E+18
16076032,1.47951E+18
16076032,3438292648
16076032,1.54536E+18
16076032,1133047254
16076032,1.18167E+18
16076032,1.6389E+18
16076032,2596202646
16076032,1.52151E+18
16076032,1.63611E+18
16076032,1.34504E+18
16076032,1.61811E+18
16076032,1.26999E+18
16076032,527202425
16076032,1.63889E+18
16076032,1535494957
16076032,1.51869E+18
16076032,1.62878E+18
16076032,1.38855E+18
16076032,1072676918
16076032,1.59304E+18
16076032,1.51717E+18
16076032,1.51894E+18
16076032,1.43526E+18
16076032,1.18864E+18
16076032,1.63885E+18
16076032,8.17135E+17
16076032,1.63889E+18
16076032,1570520796
16076032,250431650
16076032,2357155756
16076032,1.40484E+18
16076032,55312901
16076032,1.13556E+18
